host_identity_verified,neighbourhood group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,reviews per month,review rate number,calculated host listings count,availability 365
verified,Brooklyn,Greenpoint,40.73046,-73.95706,False,moderate,Entire home/apt,2022,410.0,82.0,3,8,0.22,1.0,1,113
verified,Manhattan,Tribeca,40.71642,-74.00679,True,flexible,Entire home/apt,2018,363.0,73.0,30,1,0.43,4.0,87,132
verified,Queens,Corona,40.75058,-73.8535,True,moderate,Entire home/apt,2009,745.0,149.0,2,37,1.01,4.0,6,300
unconfirmed,Manhattan,Civic Center,40.71287,-73.99811,True,moderate,Private room,2008,334.0,67.0,17,17,0.48,5.0,1,180
verified,Manhattan,Upper East Side,40.77331,-73.95459,True,flexible,Entire home/apt,2022,885.0,177.0,7,4,0.33,2.0,1,163
verified,Brooklyn,Bedford-Stuyvesant,40.69313,-73.93543,False,flexible,Private room,2010,491.0,98.0,2,59,1.56,1.0,1,337
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68934,-73.9579,False,strict,Private room,2021,142.0,28.0,4,8,0.21,2.0,1,262
unconfirmed,Manhattan,Midtown,40.75325,-73.97016,False,strict,Entire home/apt,2006,459.0,92.0,4,0,0.74,2.0,1,257
unconfirmed,Manhattan,Gramercy,40.7382,-73.98301,False,strict,Entire home/apt,2011,442.0,88.0,30,1,0.12,3.0,87,343
verified,Manhattan,Tribeca,40.71642,-74.00667,True,moderate,Entire home/apt,2017,419.0,84.0,30,1,0.07,4.0,87,277
unconfirmed,Manhattan,Midtown,40.74426,-73.98535,False,flexible,Entire home/apt,2017,707.0,141.0,30,0,0.74,5.0,87,169
verified,Queens,Elmhurst,40.73874,-73.87595,True,moderate,Entire home/apt,2015,952.0,190.0,1,146,3.85,5.0,6,393
verified,Manhattan,Midtown,40.74556,-73.98542,True,flexible,Entire home/apt,2012,901.0,180.0,30,0,0.74,2.0,87,62
unconfirmed,Manhattan,Chelsea,40.73929,-73.9999,False,moderate,Entire home/apt,2018,459.0,92.0,30,0,0.74,1.0,87,156
verified,Manhattan,Financial District,40.7052,-74.00974,True,moderate,Entire home/apt,2013,603.0,121.0,30,0,0.74,1.0,87,397
unconfirmed,Manhattan,Financial District,40.70748,-74.01476,False,moderate,Entire home/apt,2019,448.0,90.0,30,0,0.74,1.0,87,206
verified,Brooklyn,Fort Greene,40.6904,-73.97285,False,moderate,Entire home/apt,2007,227.0,45.0,3,2,0.05,1.0,1,166
verified,Brooklyn,Bedford-Stuyvesant,40.69027,-73.95801,False,moderate,Private room,2020,975.0,195.0,1,1,0.03,5.0,1,68
unconfirmed,Manhattan,Kips Bay,40.7447,-73.97593,True,flexible,Shared room,2014,90.0,18.0,2,23,0.61,5.0,2,389
verified,Manhattan,Hell's Kitchen,40.76517,-73.99331,False,strict,Entire home/apt,2022,204.0,41.0,30,6,0.17,3.0,31,409
unconfirmed,Brooklyn,Crown Heights,40.67002,-73.92054,True,flexible,Private room,2003,207.0,41.0,2,132,3.46,3.0,3,90
unconfirmed,Manhattan,Upper East Side,40.77079,-73.95949,True,moderate,Entire home/apt,2006,720.0,144.0,2,2,0.05,3.0,1,231
verified,Manhattan,Midtown,40.75584,-73.96979,False,strict,Entire home/apt,2005,586.0,117.0,1,38,1.01,4.0,1,5
verified,Queens,Corona,40.74332,-73.85469,False,flexible,Private room,2014,340.0,68.0,1,45,1.27,3.0,1,112
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68347,-73.95462,True,flexible,Private room,2019,736.0,147.0,3,4,0.11,4.0,1,142
verified,Manhattan,Inwood,40.86794,-73.92792,False,moderate,Entire home/apt,2014,1190.0,238.0,15,0,0.74,5.0,1,190
verified,Brooklyn,Prospect-Lefferts Gardens,40.66117,-73.94317,False,moderate,Private room,2021,635.0,127.0,1,0,0.74,3.0,1,159
verified,Brooklyn,Greenpoint,40.72764,-73.95579,True,moderate,Entire home/apt,2011,256.0,51.0,3,8,0.25,1.0,1,342
verified,Brooklyn,Greenpoint,40.73443,-73.95678,True,moderate,Private room,2018,435.0,87.0,7,2,0.05,4.0,1,129
unconfirmed,Brooklyn,Flatbush,40.64523,-73.96213,True,flexible,Entire home/apt,2007,224.0,45.0,5,13,0.35,2.0,1,1
unconfirmed,Manhattan,Midtown,40.75082,-73.98526,False,flexible,Entire home/apt,2005,577.0,115.0,7,103,2.7,2.0,1,406
unconfirmed,Brooklyn,Park Slope,40.66936,-73.97724,True,moderate,Entire home/apt,2011,350.0,70.0,8,1,0.03,3.0,1,405
verified,Queens,Sunnyside,40.74534,-73.91809,True,flexible,Entire home/apt,2020,330.0,66.0,2,7,1.96,1.0,1,269
verified,Manhattan,Theater District,40.76069,-73.98319,False,flexible,Entire home/apt,2007,268.0,54.0,30,1,0.03,4.0,87,418
unconfirmed,Manhattan,Midtown,40.74927,-73.98303,True,strict,Entire home/apt,2003,524.0,105.0,30,4,0.17,4.0,14,118
verified,Manhattan,Nolita,40.72153,-73.99493,True,moderate,Entire home/apt,2021,141.0,28.0,2,11,0.29,4.0,1,166
verified,Manhattan,Midtown,40.75733,-73.96577,True,moderate,Entire home/apt,2003,812.0,162.0,1,136,3.71,3.0,1,194
unconfirmed,Manhattan,Hell's Kitchen,40.76227,-73.99807,False,flexible,Entire home/apt,2019,502.0,100.0,30,1,0.03,2.0,121,307
unconfirmed,Brooklyn,Crown Heights,40.67372,-73.95334,False,moderate,Private room,2011,521.0,104.0,1,1,0.03,2.0,1,233
unconfirmed,Manhattan,Theater District,40.76106,-73.9848,True,strict,Entire home/apt,2017,481.0,96.0,30,0,0.74,5.0,87,300
verified,Manhattan,Chelsea,40.74641,-74.00401,True,flexible,Entire home/apt,2003,963.0,193.0,30,2,0.08,2.0,87,65
unconfirmed,Manhattan,Chelsea,40.74651,-74.00563,True,moderate,Entire home/apt,2014,1180.0,236.0,30,1,0.04,3.0,87,235
verified,Manhattan,Hell's Kitchen,40.75798,-73.99156,False,moderate,Entire home/apt,2018,605.0,121.0,30,0,0.74,4.0,1,217
verified,Brooklyn,Boerum Hill,40.686,-73.98579,False,flexible,Entire home/apt,2012,722.0,144.0,3,1,0.03,1.0,1,275
verified,Brooklyn,Carroll Gardens,40.6783,-73.99419,False,strict,Private room,2010,184.0,37.0,1,5,0.13,3.0,1,28
verified,Manhattan,Upper West Side,40.7869,-73.97254,False,strict,Entire home/apt,2003,978.0,196.0,3,4,0.11,2.0,1,156
unconfirmed,Brooklyn,Bushwick,40.69819,-73.9334,True,flexible,Private room,2013,534.0,107.0,2,1,0.04,4.0,1,69
unconfirmed,Brooklyn,Crown Heights,40.67336,-73.95451,False,flexible,Entire home/apt,2022,730.0,146.0,4,7,0.18,3.0,1,422
unconfirmed,Manhattan,East Harlem,40.78843,-73.95504,True,moderate,Private room,2022,461.0,92.0,5,0,0.74,5.0,1,275
verified,Manhattan,Washington Heights,40.85073,-73.93851,False,strict,Entire home/apt,2009,1077.0,215.0,68,17,0.47,1.0,1,269
unconfirmed,Manhattan,Hell's Kitchen,40.7645,-73.99447,True,moderate,Entire home/apt,2011,1119.0,224.0,30,3,0.12,4.0,31,142
unconfirmed,Queens,South Ozone Park,40.67321,-73.79247,False,flexible,Entire home/apt,2011,219.0,44.0,1,239,6.31,2.0,4,116
verified,Manhattan,Harlem,40.81829,-73.94686,True,flexible,Entire home/apt,2021,515.0,103.0,2,34,0.98,1.0,1,184
unconfirmed,Manhattan,Upper East Side,40.76704,-73.95722,False,moderate,Entire home/apt,2019,909.0,182.0,6,0,0.74,2.0,1,298
verified,Manhattan,Harlem,40.82828,-73.94264,False,strict,Private room,2009,709.0,142.0,3,3,0.1,5.0,1,278
unconfirmed,Manhattan,Hell's Kitchen,40.76212,-73.9882,True,moderate,Entire home/apt,2011,851.0,170.0,4,112,2.97,1.0,1,199
verified,Brooklyn,South Slope,40.66665,-73.98875,True,flexible,Private room,2017,341.0,68.0,1,1,0.03,4.0,1,166
unconfirmed,Queens,Astoria,40.76555,-73.9169,True,flexible,Entire home/apt,2005,772.0,154.0,13,1,0.03,4.0,1,230
unconfirmed,Queens,Woodside,40.75266,-73.90336,True,strict,Private room,2006,1049.0,210.0,5,9,0.29,4.0,2,387
unconfirmed,Brooklyn,Crown Heights,40.67702,-73.95864,False,strict,Entire home/apt,2007,333.0,67.0,2,7,0.18,3.0,1,374
unconfirmed,Manhattan,Gramercy,40.73627,-73.98986,True,moderate,Private room,2011,217.0,43.0,7,0,0.74,2.0,1,209
verified,Manhattan,East Harlem,40.80637,-73.93722,False,strict,Entire home/apt,2005,777.0,155.0,1,28,0.74,5.0,1,51
unconfirmed,Manhattan,East Village,40.72487,-73.98125,True,moderate,Entire home/apt,2016,741.0,148.0,4,3,0.08,4.0,1,134
unconfirmed,Manhattan,Upper East Side,40.75993,-73.96056,True,moderate,Entire home/apt,2009,1052.0,210.0,30,0,0.74,5.0,49,250
verified,Brooklyn,Flatlands,40.61529,-73.92567,False,moderate,Entire home/apt,2015,511.0,102.0,2,125,3.3,5.0,1,354
unconfirmed,Brooklyn,Fort Greene,40.69286,-73.98037,False,flexible,Entire home/apt,2017,988.0,198.0,10,1,0.03,5.0,1,82
verified,Manhattan,Financial District,40.70931,-74.00959,True,moderate,Entire home/apt,2008,1123.0,225.0,6,5,0.13,4.0,1,22
unconfirmed,Queens,Long Island City,40.76235,-73.92973,True,strict,Entire home/apt,2015,753.0,151.0,2,16,0.44,4.0,1,75
unconfirmed,Brooklyn,Manhattan Beach,40.58078,-73.95356,True,flexible,Private room,2015,490.0,98.0,2,21,0.56,1.0,1,278
verified,Manhattan,Upper East Side,40.76174,-73.96366,True,strict,Entire home/apt,2019,179.0,36.0,30,0,0.74,2.0,49,320
verified,Manhattan,Chelsea,40.74451,-73.99236,True,strict,Entire home/apt,2011,229.0,46.0,30,0,0.74,5.0,87,229
unconfirmed,Manhattan,Chelsea,40.7448,-73.99204,False,strict,Entire home/apt,2021,328.0,66.0,30,2,0.06,3.0,87,323
verified,Manhattan,Chelsea,40.74491,-73.99267,False,moderate,Entire home/apt,2016,769.0,154.0,30,0,0.74,4.0,87,301
unconfirmed,Manhattan,Chelsea,40.75148,-73.99397,True,strict,Entire home/apt,2003,355.0,71.0,30,1,0.03,3.0,87,235
unconfirmed,Brooklyn,Bushwick,40.69025,-73.90871,True,flexible,Private room,2022,514.0,103.0,1,3,0.08,4.0,1,210
verified,Brooklyn,Park Slope,40.67202,-73.97131,False,moderate,Entire home/apt,2020,373.0,75.0,7,0,0.74,4.0,1,286
verified,Brooklyn,Bedford-Stuyvesant,40.68398,-73.94515,True,strict,Private room,2007,1191.0,238.0,90,0,0.74,4.0,1,369
unconfirmed,Brooklyn,Downtown Brooklyn,40.69202,-73.98469,True,strict,Entire home/apt,2013,94.0,19.0,3,36,1.01,3.0,1,9
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.69375,-73.95208,False,flexible,Private room,2005,701.0,140.0,1,2,0.05,4.0,1,321
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68696,-73.92905,True,moderate,Private room,2016,778.0,156.0,1,7,0.19,2.0,1,382
unconfirmed,Manhattan,Greenwich Village,40.72807,-74.00041,True,moderate,Entire home/apt,2013,1200.0,240.0,30,4,0.14,2.0,91,182
verified,Manhattan,Battery Park City,40.7109,-74.01768,True,strict,Entire home/apt,2022,308.0,62.0,30,0,0.74,5.0,12,173
verified,Brooklyn,Bedford-Stuyvesant,40.69563,-73.95149,False,strict,Private room,2016,232.0,46.0,1,0,0.74,1.0,1,204
verified,Manhattan,Gramercy,40.73505,-73.98565,False,flexible,Entire home/apt,2014,242.0,48.0,30,1,0.04,3.0,96,205
unconfirmed,Brooklyn,Sunset Park,40.63885,-74.01959,True,flexible,Entire home/apt,2022,815.0,163.0,2,130,3.48,4.0,2,353
unconfirmed,Manhattan,Harlem,40.81245,-73.94085,True,flexible,Entire home/apt,2016,185.0,37.0,1,0,0.74,2.0,1,49
unconfirmed,Queens,Elmhurst,40.73849,-73.87606,False,moderate,Private room,2020,166.0,33.0,1,65,1.7,3.0,6,170
unconfirmed,Manhattan,Upper West Side,40.77995,-73.9822,False,strict,Entire home/apt,2020,647.0,129.0,14,0,0.74,1.0,1,382
verified,Manhattan,Midtown,40.75722,-73.97842,False,flexible,Entire home/apt,2022,425.0,85.0,30,2,0.17,3.0,1,272
verified,Brooklyn,Park Slope,40.67073,-73.98719,False,flexible,Private room,2016,1117.0,223.0,3,68,1.97,5.0,1,252
verified,Manhattan,Chelsea,40.74589,-74.0048,False,moderate,Entire home/apt,2014,1079.0,216.0,4,18,0.49,2.0,1,261
verified,Manhattan,Midtown,40.76367,-73.98345,False,strict,Entire home/apt,2009,526.0,105.0,30,1,0.13,5.0,87,148
unconfirmed,Brooklyn,Greenpoint,40.72536,-73.95712,True,strict,Private room,2007,897.0,179.0,2,131,3.5,1.0,2,174
unconfirmed,Brooklyn,Flatbush,40.63612,-73.96297,False,strict,Private room,2011,822.0,164.0,14,2,0.05,1.0,3,119
unconfirmed,Manhattan,East Village,40.72527,-73.98347,True,strict,Entire home/apt,2013,944.0,189.0,1,1,0.03,3.0,1,227
unconfirmed,Manhattan,Harlem,40.82889,-73.94599,False,strict,Private room,2019,96.0,19.0,1,1,0.03,5.0,1,177
unconfirmed,Queens,Ditmars Steinway,40.77592,-73.91308,True,flexible,Entire home/apt,2018,928.0,186.0,10,0,0.74,3.0,1,36
unconfirmed,Manhattan,Chelsea,40.7453,-74.00242,False,strict,Entire home/apt,2011,914.0,183.0,2,6,0.16,4.0,1,190
unconfirmed,Manhattan,East Village,40.72778,-73.97825,True,flexible,Private room,2005,565.0,113.0,1,8,0.21,1.0,1,314
verified,Brooklyn,Prospect Heights,40.67641,-73.96775,True,moderate,Entire home/apt,2011,1121.0,224.0,4,7,0.2,4.0,1,180
unconfirmed,Manhattan,East Harlem,40.79485,-73.94868,False,strict,Entire home/apt,2018,997.0,199.0,7,49,1.37,2.0,1,241
unconfirmed,Manhattan,Washington Heights,40.84467,-73.93374,False,moderate,Private room,2014,954.0,191.0,6,2,0.08,4.0,3,241
verified,Bronx,Claremont Village,40.83458,-73.91021,True,moderate,Entire home/apt,2008,940.0,188.0,90,11,0.31,1.0,7,23
unconfirmed,Brooklyn,Prospect Heights,40.67329,-73.96291,True,moderate,Entire home/apt,2021,664.0,133.0,30,66,1.78,2.0,2,310
unconfirmed,Brooklyn,Williamsburg,40.71307,-73.95502,True,moderate,Entire home/apt,2015,686.0,137.0,10,2,0.05,4.0,2,205
verified,Brooklyn,Greenpoint,40.72721,-73.94951,True,strict,Private room,2015,299.0,60.0,1,4,0.24,2.0,1,50
unconfirmed,Brooklyn,Bushwick,40.69832,-73.92622,False,moderate,Entire home/apt,2022,883.0,177.0,2,177,4.74,1.0,1,162
unconfirmed,Manhattan,East Village,40.72554,-73.98245,True,strict,Entire home/apt,2016,164.0,33.0,14,0,0.74,5.0,1,231
verified,Manhattan,Hell's Kitchen,40.76089,-73.99879,True,flexible,Private room,2012,97.0,19.0,1,1,0.03,2.0,1,274
verified,Manhattan,Financial District,40.70883,-74.00764,False,flexible,Shared room,2006,837.0,167.0,10,0,0.74,3.0,1,-5
verified,Manhattan,Upper West Side,40.79613,-73.96658,False,flexible,Private room,2018,793.0,159.0,2,23,0.62,4.0,1,291
verified,Brooklyn,Bedford-Stuyvesant,40.68329,-73.9399,False,flexible,Entire home/apt,2011,712.0,142.0,5,1,0.08,1.0,1,182
unconfirmed,Manhattan,West Village,40.7304,-74.00887,False,flexible,Entire home/apt,2019,895.0,179.0,30,0,0.74,1.0,87,237
unconfirmed,Queens,Jamaica,40.68723,-73.78791,True,flexible,Private room,2007,693.0,139.0,1,14,0.42,3.0,2,244
unconfirmed,Brooklyn,Williamsburg,40.70413,-73.93205,True,strict,Entire home/apt,2014,417.0,83.0,2,102,2.68,4.0,1,401
verified,Queens,Long Island City,40.74226,-73.94999,False,moderate,Entire home/apt,2017,394.0,79.0,2,87,2.3,3.0,1,77
verified,Manhattan,Hell's Kitchen,40.7655,-73.98682,False,moderate,Entire home/apt,2004,840.0,168.0,7,52,1.4,4.0,1,79
verified,Queens,Ditmars Steinway,40.77265,-73.91401,False,flexible,Private room,2003,1183.0,237.0,1,1,0.03,4.0,1,336
unconfirmed,Manhattan,Harlem,40.80501,-73.94249,True,strict,Entire home/apt,2021,281.0,56.0,7,0,0.74,3.0,1,112
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68457,-73.9262,False,flexible,Entire home/apt,2016,474.0,95.0,2,5,0.13,4.0,2,188
unconfirmed,Brooklyn,Clinton Hill,40.68511,-73.96638,True,moderate,Entire home/apt,2017,830.0,166.0,2,64,1.69,2.0,1,286
unconfirmed,Manhattan,Upper East Side,40.77847,-73.95371,False,strict,Entire home/apt,2007,824.0,165.0,15,0,0.74,5.0,1,254
unconfirmed,Manhattan,East Harlem,40.79525,-73.94912,True,flexible,Private room,2019,871.0,174.0,2,29,1.96,2.0,1,66
verified,Manhattan,Harlem,40.81777,-73.9535,False,flexible,Private room,2012,157.0,31.0,1,63,1.74,4.0,2,61
unconfirmed,Manhattan,East Village,40.72684,-73.98938,False,flexible,Entire home/apt,2018,689.0,138.0,2,7,0.2,4.0,1,71
unconfirmed,Brooklyn,Williamsburg,40.71529,-73.96398,False,flexible,Entire home/apt,2021,520.0,104.0,3,6,0.16,3.0,1,351
unconfirmed,Manhattan,Upper East Side,40.77586,-73.95164,False,flexible,Entire home/apt,2005,674.0,135.0,120,8,0.23,4.0,1,321
unconfirmed,Manhattan,Hell's Kitchen,40.76502,-73.99277,True,strict,Entire home/apt,2004,192.0,38.0,30,11,0.33,3.0,31,296
verified,Brooklyn,Williamsburg,40.71066,-73.95726,True,moderate,Private room,2020,569.0,114.0,1,42,1.14,3.0,1,397
verified,Brooklyn,Crown Heights,40.67433,-73.94243,True,flexible,Private room,2020,1008.0,202.0,5,119,3.16,1.0,2,297
unconfirmed,Bronx,Williamsbridge,40.88493,-73.8618,False,flexible,Entire home/apt,2017,1059.0,212.0,3,205,5.39,5.0,1,177
verified,Brooklyn,Gowanus,40.68164,-73.98631,True,moderate,Private room,2014,1151.0,230.0,2,2,0.05,5.0,1,416
verified,Brooklyn,Williamsburg,40.71401,-73.95664,False,flexible,Entire home/apt,2018,495.0,99.0,1,6,0.16,4.0,1,185
verified,Brooklyn,Fort Hamilton,40.61778,-74.02736,False,strict,Private room,2006,1028.0,206.0,2,8,0.59,1.0,1,368
verified,Manhattan,Hell's Kitchen,40.76454,-73.99114,True,moderate,Private room,2012,1137.0,227.0,4,146,3.89,5.0,3,128
unconfirmed,Manhattan,Hell's Kitchen,40.75855,-73.98931,False,flexible,Entire home/apt,2021,275.0,55.0,30,19,0.54,3.0,1,27
verified,Manhattan,East Harlem,40.79658,-73.93287,False,moderate,Entire home/apt,2009,578.0,116.0,2,30,0.8,4.0,1,350
unconfirmed,Queens,Edgemere,40.59534,-73.77209,False,strict,Private room,2003,935.0,187.0,4,0,0.74,2.0,1,45
verified,Brooklyn,Brighton Beach,40.57509,-73.96603,True,strict,Entire home/apt,2004,394.0,79.0,1,1,0.03,5.0,1,224
unconfirmed,Queens,Sunnyside,40.7459,-73.92441,True,flexible,Private room,2019,494.0,99.0,3,40,1.06,3.0,1,357
unconfirmed,Brooklyn,Bushwick,40.70158,-73.92023,False,moderate,Private room,2010,198.0,40.0,3,7,0.22,5.0,1,179
unconfirmed,Brooklyn,East Flatbush,40.64302,-73.95022,True,flexible,Private room,2003,1106.0,221.0,1,30,0.8,2.0,2,91
unconfirmed,Brooklyn,Greenpoint,40.72098,-73.94639,True,moderate,Private room,2018,70.0,14.0,1,0,0.74,4.0,1,400
unconfirmed,Brooklyn,Bushwick,40.69096,-73.92352,False,flexible,Private room,2014,866.0,173.0,1,0,0.74,4.0,1,133
verified,Manhattan,Upper East Side,40.77504,-73.94945,True,moderate,Entire home/apt,2011,504.0,101.0,1,95,2.54,3.0,2,299
unconfirmed,Brooklyn,Bushwick,40.69989,-73.93617,True,moderate,Private room,2021,327.0,65.0,1,97,2.55,5.0,2,8
verified,Queens,Astoria,40.76776,-73.92707,False,strict,Private room,2013,848.0,170.0,1,1,0.03,4.0,1,34
verified,Queens,Woodside,40.74377,-73.9024,True,moderate,Entire home/apt,2013,774.0,155.0,2,156,4.13,3.0,1,87
unconfirmed,Manhattan,West Village,40.73733,-74.00392,True,strict,Entire home/apt,2022,662.0,132.0,3,1,0.03,4.0,1,333
verified,Brooklyn,Fort Greene,40.68457,-73.96969,True,moderate,Entire home/apt,2015,864.0,173.0,2,11,0.3,2.0,1,196
verified,Manhattan,Harlem,40.79952,-73.95248,True,moderate,Private room,2013,722.0,144.0,3,107,2.86,4.0,1,270
unconfirmed,Brooklyn,Bushwick,40.6861,-73.90977,True,strict,Private room,2013,727.0,145.0,5,0,0.74,1.0,1,402
unconfirmed,Manhattan,Hell's Kitchen,40.75989,-73.98832,False,moderate,Entire home/apt,2022,200.0,40.0,2,112,2.97,2.0,1,413
unconfirmed,Queens,Astoria,40.77221,-73.92901,False,moderate,Private room,2020,449.0,90.0,1,0,0.74,2.0,1,303
unconfirmed,Brooklyn,Williamsburg,40.71038,-73.95397,True,moderate,Private room,2013,444.0,89.0,3,1,0.03,1.0,1,265
verified,Manhattan,Greenwich Village,40.72953,-74.00148,False,strict,Entire home/apt,2003,851.0,170.0,5,24,0.63,2.0,1,52
verified,Brooklyn,Park Slope,40.67001,-73.98347,False,flexible,Entire home/apt,2014,553.0,111.0,4,31,0.86,5.0,1,390
unconfirmed,Brooklyn,Crown Heights,40.67293,-73.95519,True,strict,Entire home/apt,2021,693.0,139.0,2,141,3.79,4.0,1,354
unconfirmed,Brooklyn,Fort Greene,40.68641,-73.97085,True,moderate,Private room,2021,263.0,53.0,3,23,0.62,5.0,2,230
unconfirmed,Brooklyn,Williamsburg,40.71233,-73.94806,False,flexible,Entire home/apt,2008,1053.0,211.0,1,6,0.16,5.0,1,40
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68145,-73.94208,False,flexible,Entire home/apt,2007,79.0,16.0,3,72,2.0,5.0,1,422
verified,Manhattan,Hell's Kitchen,40.76144,-73.99243,True,strict,Entire home/apt,2012,786.0,157.0,2,32,0.85,2.0,1,348
unconfirmed,Brooklyn,Fort Greene,40.69497,-73.97209,False,flexible,Private room,2005,805.0,161.0,7,2,0.05,5.0,1,226
verified,Brooklyn,Park Slope,40.66954,-73.98226,False,moderate,Entire home/apt,2019,552.0,110.0,30,42,1.11,2.0,1,367
unconfirmed,Manhattan,Upper East Side,40.77626,-73.94693,True,flexible,Private room,2004,798.0,160.0,1,2,0.05,5.0,1,-3
verified,Manhattan,Upper West Side,40.79831,-73.96052,False,moderate,Entire home/apt,2018,145.0,29.0,30,8,0.3,2.0,12,381
unconfirmed,Manhattan,Upper West Side,40.80279,-73.96535,False,strict,Private room,2003,672.0,134.0,2,2,0.05,4.0,2,398
unconfirmed,Brooklyn,Prospect Heights,40.67539,-73.96865,True,flexible,Entire home/apt,2020,760.0,152.0,3,6,0.16,1.0,1,306
verified,Queens,Woodhaven,40.69546,-73.85062,True,strict,Private room,2011,132.0,26.0,1,170,4.49,5.0,4,319
verified,Manhattan,Harlem,40.82267,-73.94677,True,flexible,Private room,2011,429.0,86.0,1,58,1.55,3.0,2,200
unconfirmed,Brooklyn,Greenpoint,40.73432,-73.95145,False,flexible,Entire home/apt,2017,1124.0,225.0,2,17,0.47,3.0,1,83
unconfirmed,Manhattan,Midtown,40.76365,-73.97754,False,strict,Entire home/apt,2016,645.0,129.0,1,0,0.74,4.0,2,239
verified,Brooklyn,Brighton Beach,40.57762,-73.95662,False,moderate,Entire home/apt,2014,475.0,95.0,3,0,0.74,5.0,1,70
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.69266,-73.94553,True,moderate,Private room,2011,284.0,57.0,6,37,1.53,1.0,1,380
unconfirmed,Manhattan,Inwood,40.86383,-73.92905,True,moderate,Entire home/apt,2019,607.0,121.0,4,7,0.19,2.0,1,232
unconfirmed,Manhattan,Chelsea,40.75037,-73.99858,False,moderate,Entire home/apt,2010,82.0,16.0,6,63,1.68,4.0,1,219
verified,Queens,Woodside,40.74457,-73.90474,True,flexible,Private room,2007,146.0,29.0,14,0,0.74,2.0,1,243
unconfirmed,Manhattan,Upper West Side,40.79296,-73.97456,False,strict,Entire home/apt,2003,295.0,59.0,4,2,0.09,5.0,1,127
verified,Brooklyn,Crown Heights,40.67194,-73.95182,False,flexible,Entire home/apt,2014,678.0,136.0,2,0,0.74,4.0,1,261
unconfirmed,Brooklyn,Bushwick,40.70153,-73.92244,False,strict,Private room,2009,1035.0,207.0,2,0,0.74,5.0,1,403
verified,Manhattan,Washington Heights,40.85487,-73.93509,True,flexible,Entire home/apt,2016,493.0,99.0,1,0,0.74,1.0,1,362
unconfirmed,Brooklyn,Williamsburg,40.71102,-73.95123,True,flexible,Entire home/apt,2017,764.0,153.0,7,1,0.03,2.0,1,159
verified,Manhattan,Tribeca,40.71549,-74.00804,True,moderate,Entire home/apt,2014,1048.0,210.0,3,6,0.18,3.0,1,284
verified,Brooklyn,Bushwick,40.69074,-73.91705,True,strict,Private room,2009,67.0,13.0,1,0,0.74,5.0,1,425
verified,Manhattan,Inwood,40.8679,-73.91842,True,strict,Entire home/apt,2010,68.0,14.0,1,2,0.06,3.0,1,260
